id,t0_call,quarter,CAR_call_0_1,CAR_call_-1_1,CAR_call_0_2
WELL,2024-07-31,2024Q3,0.0014316999999999993,0.006763599999999999,0.004932499999999999
XYL,2024-07-31,2024Q3,-0.0011183,-0.0579484,-0.0247605
AMT,2024-07-31,2024Q3,0.0222887,0.060116600000000006,0.0519365
GLW,2024-07-31,2024Q3,0.0075487,-0.061288400000000014,-0.019715500000000004
SPGI,2024-07-31,2024Q3,0.0042317,0.0015846000000000002,-0.004712500000000001
PG,2024-07-31,2024Q3,0.0248587,-0.023525400000000002,0.0515625
ZBRA,2024-07-31,2024Q3,-0.0156933,0.02323960000000001,-0.0746825
CNP,2024-07-31,2024Q3,-0.012238300000000002,-0.0354864,-0.050395499999999996
IT,2024-07-31,2024Q3,-0.010945299999999998,0.04842160000000001,-0.0390775
INCY,2024-07-31,2024Q3,-0.050108299999999995,-0.0617234,-0.049123499999999994
LDOS,2024-07-31,2024Q3,-0.008394299999999999,-0.05404139999999999,-0.0037644999999999987
PYPL,2024-07-31,2024Q3,0.020671699999999998,0.10656959999999999,-0.0301075
SWK,2024-07-31,2024Q3,-0.0430583,0.0567516,-0.07112550000000001
SBAC,2024-07-30,2024Q3,0.007785800000000001,0.0222707,0.0426536
FFIV,2024-07-30,2024Q3,0.1283357780000003,0.1460607,0.10473859999999999
HOLX,2024-07-30,2024Q3,0.025022800000000005,0.037867700000000004,0.044664600000000006
ON,2024-07-30,2024Q3,0.002816800000000008,0.1182507,-0.07817439999999999
MCD,2024-07-30,2024Q3,0.0151938,0.0525747,0.0279746
RVTY,2024-07-30,2024Q3,0.00020580000000000077,0.0908697,-0.004252399999999999
L,2024-07-29,2024Q3,0.005232799999999999,0.005232799999999999,-0.0015073000000000005
CINF,2024-07-29,2024Q3,0.0496328,0.0496328,0.052858699999999995
BEN,2024-07-29,2024Q3,-0.011430200000000001,-0.011430200000000001,-0.008954300000000002
MHK,2024-07-29,2024Q3,0.008741800000000001,0.008741800000000001,0.002233700000000001
DOC,2024-07-29,2024Q3,-0.0026932,-0.0026932,-0.0037633000000000002
PFG,2024-07-29,2024Q3,0.0037327999999999997,0.0037327999999999997,-0.00033230000000000065
WY,2024-07-29,2024Q3,0.005274800000000001,0.005274800000000001,0.0051207000000000015
BKR,2024-07-29,2024Q3,0.015848799999999996,0.015848799999999996,0.0282467
MMM,2024-07-29,2024Q3,-0.0029762000000000018,-0.0029762000000000018,0.0031816999999999982
HIG,2024-07-29,2024Q3,0.019594800000000002,0.019594800000000002,0.011746700000000002
AON,2024-07-29,2024Q3,0.0181588,0.0181588,0.0173047
CNC,2024-07-29,2024Q3,0.054510800000000005,0.054510800000000005,0.052021700000000004
CHTR,2024-07-29,2024Q3,0.0416738,0.0416738,0.0327747
CL,2024-07-29,2024Q3,0.011172800000000002,0.011172800000000002,-0.0019182999999999978
LHX,2024-07-29,2024Q3,-0.006966200000000002,-0.006966200000000002,-0.010852300000000002
VLTO,2024-07-29,2024Q3,0.0208898,0.0208898,0.016065700000000002
BMY,2024-07-29,2024Q3,-0.027661200000000004,-0.027661200000000004,-0.0581923
EMN,2024-07-29,2024Q3,0.0251608,0.0251608,0.0255877
TROW,2024-07-29,2024Q3,0.0056118,0.0056118,0.018855700000000003
ERIE,2024-07-26,2024Q3,0.08729189999999999,0.0976968,0.08729189999999999
AJG,2024-07-26,2024Q3,0.0349649,0.0337168,0.0349649
DLR,2024-07-26,2024Q3,-0.011783100000000001,-0.0400422,-0.011783100000000001
DECK,2024-07-26,2024Q3,0.0631079,0.057769799999999996,0.0631079
DXCM,2024-07-26,2024Q3,-0.120739408,-0.155641696,-0.12200872299999999
EIX,2024-07-26,2024Q3,0.027101899999999998,0.0322588,0.027101899999999998
NSC,2024-07-26,2024Q3,0.10899489999999999,0.11607079999999999,0.10899489999999999
VRSN,2024-07-26,2024Q3,0.0415309,0.05167480000000001,0.0415309
LUV,2024-07-26,2024Q3,-0.0303831,0.024886800000000004,-0.0303831
GL,2024-07-26,2024Q3,0.0179619,0.0270518,0.0179619
INVH,2024-07-26,2024Q3,0.0260929,-0.050888199999999995,0.0260929
NEM,2024-07-26,2024Q3,0.0224259,-0.019475199999999998,0.0224259
ORLY,2024-07-26,2024Q3,0.0158089,0.0559998,0.0158089
PCG,2024-07-26,2024Q3,0.0004429000000000001,-0.0121322,0.0004429000000000001
POOL,2024-07-26,2024Q3,0.032893900000000004,0.1330168,0.032893900000000004
EME,2024-07-26,2024Q3,,,
RCL,2024-07-26,2024Q3,0.0100179,-0.06587620000000001,0.0100179
TSCO,2024-07-26,2024Q3,0.0196209,0.00029779999999999737,0.0196209
TYL,2024-07-26,2024Q3,0.046508900000000006,0.1406428,0.046508900000000006
VLO,2024-07-26,2024Q3,0.013390899999999999,0.06838480000000001,0.013390899999999999
WM,2024-07-26,2024Q3,-0.0149181,-0.09521020000000001,-0.0149181
CMS,2024-07-26,2024Q3,-0.0040671,0.007806800000000002,-0.0040671
DOV,2024-07-26,2024Q3,-0.0059621,0.0507208,-0.0059621
ABBV,2024-07-26,2024Q3,0.0163009,0.0501518,0.0163009
AMP,2024-07-26,2024Q3,-0.0049350999999999996,0.03615380000000001,-0.0049350999999999996
NOC,2024-07-26,2024Q3,0.0205649,0.0849418,0.0205649
UHS,2024-07-26,2024Q3,0.0423289,0.1446318,0.0423289
WST,2024-07-26,2024Q3,0.0273089,-0.11662320000000001,0.0273089
WTW,2024-07-26,2024Q3,0.0196649,0.0593928,0.0196649
UNP,2024-07-26,2024Q3,0.0211749,0.0126508,0.0211749
CBRE,2024-07-26,2024Q3,0.028929899999999998,0.1218368,0.028929899999999998
DTE,2024-07-26,2024Q3,-0.00011209999999999999,0.0022908,-0.00011209999999999999
HAS,2024-07-26,2024Q3,0.0377619,0.0731318,0.0377619
HON,2024-07-26,2024Q3,0.0013198999999999997,-0.0510742,0.0013198999999999997
ROL,2024-07-26,2024Q3,-0.0172321,-0.0816682,-0.0172321
TER,2024-07-26,2024Q3,0.016978899999999998,-0.11678820000000001,0.016978899999999998
URI,2024-07-26,2024Q3,-0.0028301,0.0508988,-0.0028301
DOW,2024-07-26,2024Q3,7.690000000000003e-05,-0.0087102,7.690000000000003e-05
KDP,2024-07-26,2024Q3,0.0158469,0.029301800000000003,0.0158469
LKQ,2024-07-26,2024Q3,0.031466900000000006,-0.0928312,0.031466900000000006
MAS,2024-07-26,2024Q3,0.0211169,0.0956698,0.0211169
MOH,2024-07-26,2024Q3,0.034406900000000004,0.15721780000000002,0.034406900000000004
NDAQ,2024-07-26,2024Q3,-0.0045721,0.0676698,-0.0045721
RTX,2024-07-26,2024Q3,0.004117900000000001,0.0865648,0.004117900000000001
CARR,2024-07-26,2024Q3,0.0298119,0.012261799999999996,0.0298119
EW,2024-07-25,2024Q3,-0.120739408,-0.155641696,-0.12200872299999999
F,2024-07-25,2024Q3,-0.120739408,-0.155641696,-0.12200872299999999
IBM,2024-07-25,2024Q3,0.041973800000000006,0.04177670000000001,0.041973800000000006
KLAC,2024-07-25,2024Q3,0.041453800000000006,-0.022555299999999993,0.041453800000000006
RJF,2024-07-25,2024Q3,0.04024080000000001,0.04414570000000001,0.04024080000000001
RSG,2024-07-25,2024Q3,-0.0467492,-0.0433463,-0.0467492
NOW,2024-07-25,2024Q3,0.1283357780000003,0.08744370000000001,0.1324688
ALGN,2024-07-25,2024Q3,-0.10145019999999999,-0.1245513,-0.10145019999999999
CMG,2024-07-25,2024Q3,-0.038104200000000005,-0.052519300000000005,-0.038104200000000005
LVS,2024-07-25,2024Q3,-0.028457200000000002,-0.0479133,-0.028457200000000002
APH,2024-07-25,2024Q3,0.0302088,-0.03399629999999999,0.0302088
FTV,2024-07-25,2024Q3,0.0083798,-0.0732813,0.0083798
TDY,2024-07-25,2024Q3,0.0108958,0.0480087,0.0108958
EQT,2024-07-25,2024Q3,-0.022633200000000003,-0.020968300000000002,-0.022633200000000003
IP,2024-07-25,2024Q3,0.0137648,0.0218427,0.0137648
LW,2024-07-25,2024Q3,0.009273799999999999,-0.155641696,0.009273799999999999
ODFL,2024-07-25,2024Q3,0.043380800000000004,0.04759070000000001,0.043380800000000004
LII,2024-07-25,2024Q3,0.05798180000000001,0.008923700000000007,0.05798180000000001
GD,2024-07-25,2024Q3,0.0200888,-0.012920300000000001,0.0200888
XIFR,2024-07-25,2024Q3,,,
PKG,2024-07-25,2024Q3,0.0293888,0.0320127,0.0293888
T,2024-07-25,2024Q3,-0.0078982,0.0445087,-0.0078982
CB,2024-07-25,2024Q3,0.0382528,0.026296700000000006,0.0382528
CME,2024-07-25,2024Q3,0.0165328,0.015808700000000002,0.0165328
OTIS,2024-07-25,2024Q3,0.0222528,-0.048153299999999996,0.0222528
TEL,2024-07-25,2024Q3,-0.0029061999999999994,0.0333287,-0.0029061999999999994
IPG,2024-07-25,2024Q3,0.0470438,0.0352537,0.0470438
TMO,2024-07-25,2024Q3,0.0555768,0.0965397,0.0555768
WAB,2024-07-25,2024Q3,0.015197800000000001,-0.048986299999999997,0.015197800000000001
ALLE,2024-07-25,2024Q3,0.06845280000000001,0.07403770000000001,0.06845280000000001
BSX,2024-07-25,2024Q3,-0.036206199999999994,-0.046529299999999996,-0.036206199999999994
FI,2024-07-25,2024Q3,-0.006849199999999993,0.018448700000000005,-0.006849199999999993
ROP,2024-07-25,2024Q3,0.030808799999999997,-0.0426123,0.030808799999999997
GEV,2024-07-25,2024Q3,0.06405179999999999,0.01977069999999999,0.06405179999999999
TSLA,2024-07-24,2024Q3,-0.1033572,-0.12374929999999999,-0.1055123
COF,2024-07-24,2024Q3,0.017994800000000002,0.020687700000000003,0.0264587
CSGP,2024-07-24,2024Q3,0.0399568,0.031088699999999997,0.0484517
STX,2024-07-24,2024Q3,-0.010417200000000001,-0.018700300000000003,-0.013222300000000001
V,2024-07-24,2024Q3,-0.0415332,-0.0524353,-0.0191023
GOOGL,2024-07-24,2024Q3,-0.08111320000000001,-0.08044730000000001,-0.08289930000000001
TXN,2024-07-24,2024Q3,-0.0054832,-0.0423443,0.018954699999999998
ARE,2024-07-24,2024Q3,-0.0440292,-0.0792273,-0.0190573
MCO,2024-07-24,2024Q3,-0.031906199999999996,-0.028504299999999996,-0.005623299999999998
AVY,2024-07-24,2024Q3,-0.05238620000000001,-0.0685293,-0.030308300000000007
PCAR,2024-07-24,2024Q3,0.0056587999999999986,-0.10400030000000002,0.022349699999999997
LMT,2024-07-24,2024Q3,0.040047799999999995,0.0963117,0.0464567
MSCI,2024-07-24,2024Q3,-0.0138572,0.06517669999999999,-0.0096213
SHW,2024-07-24,2024Q3,-0.0036731999999999945,0.06504569999999998,0.015120700000000004
AOS,2024-07-24,2024Q3,0.021452799999999998,-0.07245030000000002,0.049571699999999996
FCX,2024-07-24,2024Q3,-0.0158902,-0.0319683,-0.0054473
HCA,2024-07-24,2024Q3,0.037079799999999996,0.08253970000000001,0.0426087
NUE,2024-07-24,2024Q3,-0.0271722,-0.0381263,-0.002637300000000002
IVZ,2024-07-24,2024Q3,0.019136800000000006,0.03794070000000001,0.0371427
PNR,2024-07-24,2024Q3,-0.011049200000000002,0.07896669999999997,0.016593699999999996
PM,2024-07-24,2024Q3,0.0332188,0.0550477,0.0345197
CMCSA,2024-07-24,2024Q3,-0.0067022,-0.0325003,0.031103700000000005
GM,2024-07-24,2024Q3,-0.048126199999999994,-0.1122863,-0.048465299999999996
GPC,2024-07-24,2024Q3,0.0059798,-0.002398299999999999,0.0348597
PHM,2024-07-24,2024Q3,-0.004572200000000005,-0.004328300000000004,0.035235699999999995
DGX,2024-07-24,2024Q3,0.0235568,-0.0198043,0.0327337
KO,2024-07-24,2024Q3,0.0173018,0.0202397,0.0320227
UPS,2024-07-24,2024Q3,-0.004358199999999999,-0.12489330000000001,0.009300700000000002
BRO,2024-07-24,2024Q3,-0.0060642,0.046430700000000005,0.0116827
DHR,2024-07-24,2024Q3,0.022539799999999995,0.07551569999999999,0.0365707
KMB,2024-07-24,2024Q3,0.0383258,-0.0189743,0.043459700000000004
NXPI,2024-07-24,2024Q3,-0.056935200000000005,-0.1327203,-0.03236130000000001
GE,2024-07-24,2024Q3,-0.0415262,0.015249700000000003,-0.010424300000000001
CDNS,2024-07-23,2024Q3,-0.0728402,-0.047481300000000004,-0.1026993
WRB,2024-07-23,2024Q3,0.0093008,0.014623700000000002,0.0127707
IQV,2024-07-23,2024Q3,-0.026185200000000002,0.06570269999999999,-0.05321530000000001
VZ,2024-07-23,2024Q3,0.015183799999999997,-0.04571429999999999,0.022269699999999996
TFC,2024-07-23,2024Q3,-0.003537199999999999,0.028656700000000007,0.008185700000000002
RF,2024-07-22,2024Q3,0.0134758,0.0134758,0.0012077000000000008
SLB,2024-07-22,2024Q3,-0.012624199999999999,-0.012624199999999999,-0.0331813
FITB,2024-07-22,2024Q3,0.006511800000000002,0.006511800000000002,-3.629999999999866e-05
TRV,2024-07-22,2024Q3,0.024568800000000002,0.024568800000000002,0.020970700000000002
AXP,2024-07-22,2024Q3,0.018456800000000002,0.018456800000000002,-0.005242299999999998
HAL,2024-07-22,2024Q3,-0.026471200000000004,-0.026471200000000004,-0.0411633
HBAN,2024-07-22,2024Q3,0.0139858,0.0139858,0.004269700000000001
PPG,2024-07-22,2024Q3,-0.0103812,-0.0103812,-0.0218223
NFLX,2024-07-19,2024Q3,-0.015019099999999999,-0.0217532,-0.015019099999999999
ISRG,2024-07-19,2024Q3,0.0934719,0.0698918,0.0934719
STLD,2024-07-19,2024Q3,-0.005277099999999999,-0.012411199999999999,-0.005277099999999999
UAL,2024-07-19,2024Q3,0.0332629,0.0216388,0.0332629
CTAS,2024-07-19,2024Q3,-0.0004741,0.054065800000000004,-0.0004741
SNA,2024-07-19,2024Q3,0.0013968999999999997,-0.0173332,0.0013968999999999997
ABT,2024-07-19,2024Q3,0.019651899999999996,-0.024294200000000005,0.019651899999999996
BX,2024-07-19,2024Q3,0.016046899999999996,0.027707799999999998,0.016046899999999996
KEY,2024-07-19,2024Q3,0.0019939,-0.0380122,0.0019939
DHI,2024-07-19,2024Q3,0.0024879,0.1035898,0.0024879
DPZ,2024-07-19,2024Q3,-0.0118401,-0.1474622,-0.0118401
EFX,2024-07-19,2024Q3,-0.014658099999999999,0.0044898,-0.014658099999999999
MMC,2024-07-19,2024Q3,-0.0030161000000000003,-0.0176062,-0.0030161000000000003
MTB,2024-07-19,2024Q3,-0.012660099999999999,0.0040138,-0.012660099999999999
TXT,2024-07-19,2024Q3,-0.024659100000000003,-0.018592200000000003,-0.024659100000000003
CCI,2024-07-18,2024Q3,-0.0050462,0.011751699999999997,-0.0050462
KMI,2024-07-18,2024Q3,0.046390799999999996,0.0608657,0.046390799999999996
PLD,2024-07-18,2024Q3,0.0045848,0.018889700000000002,0.0045848
NTRS,2024-07-18,2024Q3,-0.0076111999999999985,-0.05814729999999999,-0.0076111999999999985
CFG,2024-07-18,2024Q3,0.0021398000000000007,0.03561970000000001,0.0021398000000000007
ELV,2024-07-18,2024Q3,-0.0400722,-0.0981563,-0.0400722
JNJ,2024-07-18,2024Q3,-0.011946199999999999,0.02508570000000001,-0.011946199999999999
SYF,2024-07-18,2024Q3,-0.043378200000000006,-0.033368300000000004,-0.043378200000000006
USB,2024-07-18,2024Q3,-0.0107402,0.034913700000000006,-0.0107402
JBHT,2024-07-17,2024Q3,-0.08736320000000002,-0.04983330000000001,-0.06634130000000002
IBKR,2024-07-17,2024Q3,-0.0326642,-0.040770299999999995,-0.023819299999999995
OMC,2024-07-17,2024Q3,-0.0337002,-0.016717299999999997,-0.0454703
STT,2024-07-17,2024Q3,-0.0054642,0.06893869999999999,-0.0035012999999999997
PNC,2024-07-17,2024Q3,-0.004589199999999998,0.04242169999999999,-0.007704299999999998
MS,2024-07-17,2024Q3,-0.012894200000000001,-0.003858300000000002,-0.038780300000000004
UNH,2024-07-17,2024Q3,0.029118800000000004,0.0940367,0.030938700000000003
BAC,2024-07-17,2024Q3,-0.0252152,0.028173700000000003,-0.0277063
SCHW,2024-07-17,2024Q3,-0.0775752,-0.155641696,-0.0805603
GS,2024-07-16,2024Q3,0.0203138,0.0460097,-0.011394300000000003
BLK,2024-07-16,2024Q3,0.0221788,0.0160877,0.007897699999999999
C,2024-07-15,2024Q3,0.0421838,0.0421838,0.0473847
FAST,2024-07-15,2024Q3,0.05408879999999999,0.05408879999999999,0.06814269999999999
WFC,2024-07-15,2024Q3,0.06440080000000001,0.06440080000000001,0.0756697
BK,2024-07-15,2024Q3,0.0051417999999999985,0.0051417999999999985,-0.009014300000000001
JPM,2024-07-15,2024Q3,0.041805800000000004,0.041805800000000004,0.0571667
DAL,2024-07-12,2024Q3,-0.0305111,-0.0703592,-0.0305111
CAG,2024-07-12,2024Q3,-0.0011171,-0.0159842,-0.0011171
PEP,2024-07-12,2024Q3,0.0147619,0.0170208,0.0147619
CAG,2024-07-11,2024Q3,-0.0159842,-0.013647300000000001,-0.0159842
STZ,2024-07-05,2024Q3,0.0349779,0.0349779,0.0349779
NKE,2024-06-28,2024Q2,-0.120739408,-0.155641696,-0.12200872299999999
MKC,2024-06-28,2024Q2,-0.0030264000000000003,0.0806282,-0.0030264000000000003
MU,2024-06-27,2024Q2,-0.07643539999999999,-0.0676666,-0.07643539999999999
PAYX,2024-06-27,2024Q2,0.0099596,-0.051163600000000004,0.0099596
GIS,2024-06-27,2024Q2,-0.014214399999999999,-0.06017360000000001,-0.014214399999999999
GIS,2024-06-26,2024Q2,-0.05314340000000001,-0.06507560000000001,-0.06017360000000001
FDX,2024-06-26,2024Q2,0.1283357780000003,0.1522714,0.140162946
CCL,2024-06-26,2024Q2,0.0438946,0.13110940000000001,0.0498384
FDS,2024-06-24,2024Q2,-0.0106634,-0.0106634,-0.0191266
KMX,2024-06-24,2024Q2,0.0023615999999999984,0.0023615999999999984,0.015719399999999998
KR,2024-06-21,2024Q2,-0.0013812,-0.034058399999999996,-0.0013812
DRI,2024-06-21,2024Q2,-0.0065352,0.0088256,-0.0065352
JBL,2024-06-21,2024Q2,0.0125338,-0.10183239999999999,0.0125338
ACN,2024-06-21,2024Q2,0.0092218,0.08217760000000002,0.0092218
LEN,2024-06-20,2024Q2,0.0319812,0.0319812,0.0319812
ADBE,2024-06-14,2024Q2,0.1283357780000003,0.14266459999999997,0.140162946
AVGO,2024-06-13,2024Q2,0.1283357780000003,0.17216524700000002,0.140162946
ADSK,2024-06-12,2024Q2,0.054723600000000004,0.023995400000000004,0.0671534
ORCL,2024-06-12,2024Q2,0.1283357780000003,0.12431239999999998,0.11702939999999998
SJM,2024-06-07,2024Q2,-0.0033592,0.0423256,-0.0033592
SJM,2024-06-06,2024Q2,0.0423256,0.029935399999999994,0.0423256
LULU,2024-06-06,2024Q2,0.0318996,0.036631399999999995,0.0318996
BF.B,2024-06-06,2024Q2,,,
CPB,2024-06-06,2024Q2,-0.028292400000000002,-0.0302286,-0.028292400000000002
DLTR,2024-06-06,2024Q2,-0.0271594,-0.0764946,-0.0271594
CRWD,2024-06-05,2024Q2,0.11471160000000001,0.10464040000000001,0.14007840000000002
HPE,2024-06-05,2024Q2,0.1123436,0.0928484,0.1348244
NTAP,2024-05-31,2024Q2,0.033664,0.025203999999999997,0.033664
COST,2024-05-31,2024Q2,-0.0067540000000000005,0.004232999999999998,-0.0067540000000000005
COO,2024-05-31,2024Q2,0.045148,0.03554,0.045148
DELL,2024-05-31,2024Q2,-0.120739408,-0.155641696,-0.12200872299999999
ULTA,2024-05-31,2024Q2,0.024594,0.043943,0.024594
DG,2024-05-31,2024Q2,0.070041,-0.011327000000000004,0.070041
HRL,2024-05-31,2024Q2,0.006101,-0.09091500000000001,0.006101
BBY,2024-05-31,2024Q2,0.040028,0.17216524700000002,0.040028
HPQ,2024-05-30,2024Q2,0.12100499999999999,0.11081999999999999,0.12100499999999999
CRM,2024-05-30,2024Q2,-0.120739408,-0.115317,-0.12200872299999999
A,2024-05-30,2024Q2,-0.10435,-0.122695,-0.10435
DECK,2024-05-24,2024Q2,0.1283357780000003,0.15489000000000003,0.140162946
INTU,2024-05-24,2024Q2,-0.08353100000000001,-0.09539900000000001,-0.08353100000000001
WDAY,2024-05-24,2024Q2,-0.120739408,-0.14934399999999998,-0.12200872299999999
ROST,2024-05-24,2024Q2,0.07781199999999999,0.08055499999999999,0.07781199999999999
RL,2024-05-24,2024Q2,0.022807,0.055593,0.022807
MDT,2024-05-24,2024Q2,0.011108,-0.039883,0.011108
NVDA,2024-05-23,2024Q2,0.118927,0.114389,0.118927
SNPS,2024-05-23,2024Q2,0.024863000000000003,0.027695000000000004,0.024863000000000003
TJX,2024-05-23,2024Q2,0.010282000000000003,0.04532,0.010282000000000003
ADI,2024-05-23,2024Q2,-0.032049999999999995,0.07654999999999999,-0.032049999999999995
WSM,2024-05-23,2024Q2,0.027969,-0.08157900000000001,0.027969
TGT,2024-05-23,2024Q2,0.013643,-0.06663000000000001,0.013643
AZO,2024-05-22,2024Q2,-0.015201999999999997,-0.050517000000000006,-0.009745999999999998
LOW,2024-05-22,2024Q2,-0.032978999999999994,-0.05180399999999999,-0.043490999999999995
NDSN,2024-05-22,2024Q2,-0.021438,-0.11560299999999998,-0.021344
KEYS,2024-05-21,2024Q2,-0.07615100000000001,-0.06059200000000001,-0.10075
PANW,2024-05-21,2024Q2,-0.047271,-0.028662,-0.037920999999999996
CPRT,2024-05-17,2024Q2,-0.001479,-0.014653999999999999,-0.001479
AMAT,2024-05-17,2024Q2,-0.009124,-0.025009999999999998,-0.009124
TTWO,2024-05-17,2024Q2,0.012034999999999999,-0.0014480000000000014,0.012034999999999999
DE,2024-05-17,2024Q2,0.006553,-0.040741,0.006553
WMT,2024-05-17,2024Q2,0.009984999999999999,0.07987299999999999,0.009984999999999999
CSCO,2024-05-16,2024Q2,-0.030284,-0.015691999999999998,-0.030284
HD,2024-05-15,2024Q2,0.0068640000000000055,0.005457000000000007,0.011169000000000005
MTD,2024-05-13,2024Q2,-0.008639000000000004,-0.008639000000000004,0.007117999999999996
EQIX,2024-05-10,2024Q2,-0.019106999999999996,0.09592300000000001,-0.019106999999999996
GEN,2024-05-10,2024Q2,0.1283357780000003,0.169311,0.140162946
AKAM,2024-05-10,2024Q2,-0.11000499999999999,-0.10672999999999999,-0.11000499999999999
PODD,2024-05-10,2024Q2,-0.065521,-0.054410999999999994,-0.065521
ATO,2024-05-10,2024Q2,-0.020981999999999997,-0.028498999999999997,-0.020981999999999997
CEG,2024-05-10,2024Q2,-0.00455,0.033424999999999996,-0.00455
EVRG,2024-05-10,2024Q2,-0.0053950000000000005,0.015625,-0.0053950000000000005
STE,2024-05-10,2024Q2,0.023618000000000004,0.099246,0.023618000000000004
CRL,2024-05-10,2024Q2,-0.008573,-0.030727,-0.008573
TPL,2024-05-10,2024Q2,0.013789,0.10553599999999999,0.013789
VTRS,2024-05-10,2024Q2,-0.005359000000000001,-0.05537100000000001,-0.005359000000000001
EPAM,2024-05-10,2024Q2,0.008069,-0.155641696,0.008069
TPR,2024-05-10,2024Q2,-0.007442000000000001,0.028162999999999997,-0.007442000000000001
WBD,2024-05-10,2024Q2,0.013670999999999999,0.044386,0.013670999999999999
APP,2024-05-09,2024Q2,,,
CPAY,2024-05-09,2024Q2,-0.069173,-0.06988799999999999,-0.069173
NWSA,2024-05-09,2024Q2,0.036536,0.025077000000000002,0.036536
HOOD,2024-05-09,2024Q2,,,
TTD,2024-05-09,2024Q2,0.014840000000000006,-0.025536999999999997,0.014840000000000006
TKO,2024-05-09,2024Q2,0.017553000000000003,0.012196000000000002,0.017553000000000003
ABNB,2024-05-09,2024Q2,-0.073743,-0.08568799999999999,-0.073743
OXY,2024-05-09,2024Q2,-0.0017010000000000011,-0.023056,-0.0017010000000000011
NI,2024-05-09,2024Q2,-0.0014100000000000007,-0.012763,-0.0014100000000000007
VST,2024-05-09,2024Q2,0.04712499999999999,0.138397,0.04712499999999999
EMR,2024-05-09,2024Q2,0.025687,0.074577,0.025687
JKHY,2024-05-09,2024Q2,0.021953,0.021598,0.021953
BR,2024-05-09,2024Q2,0.027208999999999997,-0.026916000000000002,0.027208999999999997
FOXA,2024-05-09,2024Q2,0.007461000000000001,0.033458,0.007461000000000001
MTCH,2024-05-09,2024Q2,0.029018000000000002,-0.024609,0.029018000000000002
AIZ,2024-05-09,2024Q2,-4.900000000000043e-05,-0.011465000000000001,-4.900000000000043e-05
UBER,2024-05-09,2024Q2,0.009139000000000001,-0.048074,0.009139000000000001
EA,2024-05-08,2024Q2,-0.023427000000000003,-0.025885000000000005,-0.023281000000000003
WYNN,2024-05-08,2024Q2,-0.0002299999999999993,-0.006775999999999999,-0.008472
ANET,2024-05-08,2024Q2,0.079567,0.062237,0.140162946
MCK,2024-05-08,2024Q2,0.017205,0.040332,0.025823
O,2024-05-08,2024Q2,-0.007146999999999999,-0.014908999999999999,-0.00020199999999999906
SRE,2024-05-08,2024Q2,0.029206999999999997,0.046804000000000005,0.042455999999999994
TDG,2024-05-08,2024Q2,0.006398000000000001,0.013129,4.100000000000024e-05
DUK,2024-05-08,2024Q2,0.007376999999999999,0.025693,0.0039689999999999994
HSIC,2024-05-08,2024Q2,0.031209,0.070163,0.029428
J,2024-05-08,2024Q2,-0.012904,-0.062817,-0.016849000000000003
PGR,2024-05-08,2024Q2,-0.008102,-0.008341000000000001,0.0014319999999999992
WMB,2024-05-08,2024Q2,0.011934,0.013207,0.013439
BLDR,2024-05-08,2024Q2,0.040601,-0.149868,0.027001999999999998
IFF,2024-05-08,2024Q2,0.028947999999999998,0.09289299999999999,0.030173
NRG,2024-05-08,2024Q2,0.111266,0.053613999999999995,0.13437100000000002
KVUE,2024-05-08,2024Q2,0.02278,0.085666,0.022769
ROK,2024-05-08,2024Q2,-0.0056430000000000004,-0.024937,0.010390000000000002
DIS,2024-05-08,2024Q2,0.0038410000000000002,-0.091298,0.003735
DDOG,2024-05-08,2024Q2,0.031347,-0.08341200000000001,0.05809
WAT,2024-05-08,2024Q2,0.031997,0.051373999999999996,0.075652
AXON,2024-05-07,2024Q2,-0.048289,-0.019863,-0.057225
MCHP,2024-05-07,2024Q2,-0.018891,0.007269000000000001,-0.024489000000000004
PLTR,2024-05-07,2024Q2,-0.120739408,-0.06317999999999999,-0.12200872299999999
SPG,2024-05-07,2024Q2,0.023828,0.034283,0.032227
FIS,2024-05-07,2024Q2,0.051292,0.047363999999999996,0.046646
VRTX,2024-05-07,2024Q2,0.040145,0.043575,0.040497
TSN,2024-05-07,2024Q2,0.010742,-0.046124,0.019482
L,2024-05-06,2024Q2,0.018322,0.018322,0.011903
CPT,2024-05-06,2024Q2,0.008542,0.008542,-0.008622
REG,2024-05-06,2024Q2,0.007351,0.007351,-0.005596
LNT,2024-05-06,2024Q2,0.005475,0.005475,0.0070469999999999994
AEE,2024-05-06,2024Q2,0.003544,0.003544,0.0018029999999999997
EOG,2024-05-06,2024Q2,0.001735,0.001735,-0.001559
AES,2024-05-06,2024Q2,0.009012,0.009012,0.037151
CTRA,2024-05-06,2024Q2,-0.003965,-0.003965,-0.004314
CBOE,2024-05-06,2024Q2,0.025212,0.025212,0.032031
CBRE,2024-05-06,2024Q2,-0.0012639999999999995,-0.0012639999999999995,-0.0013729999999999994
HSY,2024-05-06,2024Q2,0.001157,0.001157,0.010248
IR,2024-05-06,2024Q2,0.035662,0.035662,0.045686
TRMB,2024-05-06,2024Q2,0.018945,0.018945,0.010882
HSY,2024-05-03,2024Q2,0.010295,0.021447,0.010295
COIN,2024-05-03,2024Q2,-0.024589999999999997,0.06460199999999999,-0.024589999999999997
AAPL,2024-05-03,2024Q2,0.059696,0.081625,0.059696
XYZ,2024-05-03,2024Q2,,,
